id,name,type,role,sex,Showkategorie,Charts,Platz,monatliche Hörer auf Spotify,Instagram Follower
mans,Manuel Stix,1,5,2,NA,1,NA,NA,11700
nj,Ningyuan Jiang,1,5,2,NA,1,NA,NA,NA
sad,Samuel Dick,1,5,2,NA,1,NA,NA,NA
sq,Scott Quinn,1,5,2,NA,1,NA,209005,17300
ds,Daniel Schaub,1,5,2,NA,1,NA,NA,NA
fg,Florian Grießmann,1,5,2,NA,1,NA,NA,NA
os,Oli Som,1,5,2,NA,1,NA,NA,2809
du,Derek Ullenboom,1,5,2,NA,1,NA,NA,1384
je,Jeoff Harris,1,5,2,NA,1,NA,NA,NA
gag,Gaby Gerlis,1,5,1,NA,1,NA,NA,3013
jah,James Hersey,1,5,2,NA,2,NA,359841,48500
seav,Sean Van Vleet,1,5,2,NA,1,NA,NA,NA
cw,Carsten Wegener,1,5,2,NA,1,NA,258,NA
th,Timo Hohnholz,1,5,2,NA,1,NA,291,225
af,Andre Fischer,1,5,2,NA,1,NA,2735,4404
las,Lars Schmidt,1,5,2,NA,1,NA,1581,NA
alk,Alai K,1,5,2,NA,1,NA,220,NA
paub,Paul Berberich,1,5,2,NA,1,NA,16,NA
tomg,Tom Gatza,1,5,2,NA,1,NA,1447,1131
jobi,Jörn Bielfeldt ,1,5,2,NA,1,NA,430,913
abk,Abdalla Khamis,1,5,2,NA,1,NA,NA,NA
emb,Emanuel Bender,1,5,2,NA,1,NA,39,NA
vav,Valquire Veljkovic,1,5,2,NA,1,NA,3,804
dah,David Häuser,1,5,2,NA,1,NA,NA,NA
frr,Fabrice Richter-Reichhelm,1,5,2,NA,1,NA,1830,2680
ln,Lisa Nicklisch,1,5,1,NA,1,NA,NA,NA
vm,Victoria Mertsch,1,5,1,NA,1,NA,NA,NA
dae,David Anthony Eames,1,5,2,NA,1,NA,NA,13
enp,Enrico Palmosi,1,5,2,NA,1,NA,NA,3397
vdp,Valeria Del Prete,1,5,1,NA,1,NA,NA,NA
bri,Brix Buchmann,1,5,2,NA,1,NA,22,3248
tost,Tobias Stenkaer,1,5,2,NA,1,NA,240,1127
jeb,Jesper Borgen,1,5,2,NA,1,NA,1725,6082
tog,Toby Gad ,1,5,2,NA,1,NA,246430,21600
pb,Phil Bentley ,1,5,2,NA,1,NA,102,1021
joss,Joshua Sudduth,1,5,2,NA,1,NA,NA,NA
mac,Mary Beth Current,1,5,1,NA,1,NA,NA,NA
epp,Eppic,1,5,2,NA,1,NA,8567,NA
jae,Jason Eps,1,5,2,NA,1,NA,NA,NA
scv,SCVN,1,5,2,NA,1,NA,28186,NA
maw,Marcus Westvik,1,5,2,NA,1,NA,NA,2104
rhf,Rhys Fletcher,1,5,2,NA,1,NA,1215,1758
rp,Reed Pittman,1,5,2,NA,1,NA,27907,2350
dala,David Lagerweij,1,5,2,NA,1,NA,NA,838
anh,Andrew Hannigan,1,5,2,NA,1,NA,NA,NA
pf,Paul Freeman,1,5,2,NA,1,NA,5844,NA
jks,Janusz Korczak Schule,1,5,2,NA,1,NA,11,NA
anhu,Ansgar Huppertz,1,5,2,NA,1,NA,NA,NA
div,Diviners,1,5,2,NA,1,NA,625685,9816
dv,Daniel Volpe,1,5,2,NA,1,NA,NA,NA
kapa,Kamil Pankowski,1,5,2,NA,1,NA,138,NA
jhl,Jan Heinrich Leube,1,5,2,NA,1,NA,NA,NA
doh,Dominik Heidinger,1,5,2,NA,1,NA,NA,NA
mige,Michael Germer,1,5,2,NA,1,NA,NA,1094
stk,Stefan Kahne,1,5,2,NA,1,NA,NA,3551
chh,Charming Horses,1,5,2,NA,2,NA,1100000,11900
cn,Christian Neander,1,5,2,NA,1,NA,NA,1446
daf,Daniel Faust,1,5,2,NA,1,NA,NA,NA
maga,Martin Gallop,1,5,2,NA,1,NA,601590,NA
pp,Peter Plate,1,5,2,NA,2,NA,3600000,14300
uls,Ulf Leo Sommer,1,5,2,NA,1,NA,3500000,2286
brs,Brady Swenson,1,5,2,NA,1,NA,NA,NA
stc,Stuart Crichton,1,5,2,NA,1,NA,29846,NA
ando,Andrew Dorff,1,5,2,NA,1,NA,120,NA
tle,Tommy Lee James,1,5,2,NA,1,NA,NA,773
gvm,Guido von Monrath,1,5,2,NA,1,NA,NA,NA
lasa,Laila Samuels,1,5,1,NA,1,NA,2978,1834
monra,Monrath,1,5,2,NA,1,NA,14931,1200
thd,Thomas Deininger,1,5,2,NA,1,NA,NA,NA
lat,Lawrence Taylor,1,5,2,NA,1,NA,22391,3966
olm,Olle Markensten,1,5,2,NA,1,NA,NA,643
paa,Pat Anthony,1,5,2,NA,1,NA,445,2527
thh,Thoms Hein,1,5,2,NA,1,NA,NA,NA
mawe,Maik Wetzel,1,5,2,NA,1,NA,NA,373
mabo,Martin Bosch,1,5,2,NA,1,NA,NA,NA
maro,Martin Rödiger,1,5,2,NA,1,NA,NA,NA
jaki,Jan Klinkenberg,1,5,2,NA,1,NA,NA,2295
phs,Phil Speiser,1,5,2,NA,1,NA,596,45300
ck,Christoph Koterzina,1,5,2,NA,1,NA,NA,NA
pab,Paddy Bohr,1,5,2,NA,1,NA,NA,733
ne,Niklas Esser,1,5,2,NA,1,NA,NA,816
pw,Patrick Wörner,1,5,2,NA,1,NA,NA,2136
list,listentojules,1,5,1,NA,1,NA,2389,4571
jul,Julian Losigkeit,1,5,2,NA,1,NA,NA,927
dohe,Dominik Hecker,1,5,2,NA,1,NA,NA,476
nf,Nico Feelisch,1,5,2,NA,1,NA,NA,1568
sil,Silbermond,2,5,3,NA,4,NA,879043,276000
jor,Johannes Reinhuber,1,5,2,NA,1,NA,NA,1322
maxg,Max Grund,1,5,2,NA,1,NA,NA,13900
phw,Philipp Walker,1,5,2,NA,1,NA,NA,968
tov,Toni Vice,1,5,2,NA,1,NA,6593,2399
dvk,Derek von Krogh,1,5,2,NA,1,NA,324,NA
ja,John Andrews,1,5,2,NA,1,NA,650,NA
mab,Marcus Brosch,1,5,2,NA,1,NA,NA,58
chi,Chimera State,1,5,2,NA,1,NA,1748,316
nih,Nicklas Hollas,1,5,2,NA,1,NA,NA,305
frf,Friends From School,1,5,2,NA,1,NA,NA,205
jao,Jaro Omar,1,5,2,NA,1,NA,NA,2472
log,Loren Geerts,1,5,1,NA,1,NA,NA,NA
ribe,Ricardo Bettiol,1,5,2,NA,1,NA,NA,1327
pef,Peter Freundenthaler,1,5,2,NA,1,NA,996,1896
ib,Inga Brock,1,5,1,NA,1,NA,NA,NA
vz,Vilko Zanki,1,5,2,NA,1,NA,NA,NA
ez,Edo Zanki,1,5,2,NA,1,NA,860,NA
hu,Hans Umschaden,1,5,2,NA,1,NA,NA,NA
mapo,Maury Pozzi,1,5,2,NA,1,NA,NA,796
anka,Ana Kalandadze,1,5,1,NA,1,NA,NA,11700
irs,Irakli Sanaia,1,5,2,NA,1,NA,NA,NA
moa,Morris Albert,1,5,2,NA,1,NA,405776,NA
ads,Adam Schmalholz,1,5,2,NA,1,NA,3196,NA
tij,Tim James,1,5,2,NA,1,NA,17601,NA
daw,Daniel Wierzceiko,1,5,2,NA,1,NA,NA,NA
ant,Andrew Tyler,1,5,2,NA,1,NA,NA,NA
tsn,Tim Shou Nielsen,1,5,2,NA,1,NA,NA,73
thba,The Battle,1,5,2,NA,1,NA,23,NA
remi,95 Remixes,1,5,2,NA,1,NA,NA,NA
remin,re:mind,1,5,2,NA,1,NA,16,NA
jug,Justus Großkreutz,1,5,2,NA,1,NA,NA,NA
chl,Christopher Lis,1,5,2,NA,1,NA,NA,NA
dam,Darius Michalski,1,5,2,NA,1,NA,NA,NA
gic,Giovanni Casu,1,5,2,NA,1,NA,34,1860
rar,Ray Aitatus-Richardson,1,5,2,NA,1,NA,NA,NA
chn,Chris Nowack,1,5,2,NA,1,NA,NA,NA
rab ,Ray Bryan,1,5,2,NA,1,NA,16008,15300
cab,Carmen Brown,1,5,1,NA,1,NA,168,1512
jet,Jermaine Theodore,1,5,2,NA,1,NA,4932,25500
coo,Cornelius Osei,1,5,2,NA,1,NA,NA,NA
ajf,Andreas J. Fulton,1,5,2,NA,1,NA,45,712
jaic,Jaican,1,5,2,NA,1,NA,3288,NA
satu,Sahr Tucker,1,5,2,NA,1,NA,8931,7702
cht,Chad Thomas,1,5,2,NA,1,NA,19,NA
jcw,Jean-Cyrille Wittman,1,5,2,NA,1,NA,93849,2617
fere,Felix Reimann,1,5,2,NA,1,NA,56,NA
mok,Moritz Kochs,1,5,2,NA,1,NA,13634,5448
adp,Adam Piastowski,1,5,2,NA,1,NA,NA,NA
se,Staffel 1,2,6,NA,NA,NA,NA,NA,NA
sz,Staffel 2,2,6,NA,NA,NA,NA,NA,NA
sd,Staffel 3,2,6,NA,NA,NA,NA,NA,NA
sv,Staffel 4,2,6,NA,NA,NA,NA,NA,NA
sf,Staffel 5,2,6,NA,NA,NA,NA,NA,NA
ss,Staffel 6,2,6,NA,NA,NA,NA,NA,NA
ssi,Staffel 7,2,6,NA,NA,NA,NA,NA,NA
sa,Staffel 8,2,6,NA,NA,NA,NA,NA,NA
sn,Staffel 9,2,6,NA,NA,NA,NA,NA,NA
sze,Staffel 10,2,6,NA,NA,NA,NA,NA,NA
sel,Staffel 11,2,6,NA,NA,NA,NA,NA,NA
szw,Staffel 12,2,6,NA,NA,NA,NA,NA,NA
sdr,Staffel 13,2,6,NA,NA,NA,NA,NA,NA
